bn:00000001n	08641944n
bn:00048934n	13505249n
bn:00048935n	14348300n
bn:00048936n	14239097n
bn:00048937n	14297329n
bn:00048938n	14348429n
bn:00048939n	14104218n
bn:00048940n	14227906n
bn:00048941n	14228512n
bn:00048942n	14926180n
bn:00048943n	14348538n
bn:00048944n	14266835n
bn:00048945n	14182242n
bn:00048946n	14228038n
bn:00048947n	14256585n
bn:00048948n	14348647n
bn:00048949n	03610836n
bn:00048950n	00643621n
bn:00048951n	14228148n
bn:00048952n	14228885n
bn:00048953n	00679910n
bn:00048954n	10229721n
bn:00048955n	03610992n
bn:00048956n	14125881n
bn:00048957n	03611169n
bn:00048958n	13137010n
bn:00048959n	12157056n
bn:00048960n	14320218n
bn:00048961n	14267017n
bn:00048962n	14679267n
bn:00048963n	03843883n
bn:00048964n	03844045n
bn:00048965n	03611314n
bn:00048966n	02093859n
bn:00048967n	07244305n
bn:00048968n	03611590n
bn:00048969n	03612010n
bn:00048970n	11645163n
bn:00048971n	07762534n
bn:00048972n	14927587n
bn:00048973n	14926294n
bn:00048974n	14926937n
bn:00048975n	03612134n
bn:00048976n	03612378n
bn:00048977n	14927739n
bn:00048978n	15058163n
bn:00048979n	13768154n
bn:00048980n	09325038n
bn:00048981n	03612965n
bn:00048982n	09325246n
bn:00048983n	12580012n
bn:00048984n	12579822n
bn:00048985n	03613294n
bn:00048986n	05794057n
bn:00048987n	04986147n
bn:00048988n	06863751n
bn:00048989n	13724838n
bn:00048990n	12036226n
bn:00048991n	08590909n
bn:00048992n	06492438n
bn:00048993n	06492188n
bn:00048994n	06424869n
bn:00048995n	04586581n
bn:00048996n	03613592n
bn:00048997n	07749870n
bn:00048998n	12598027n
bn:00048999n	03615037n
bn:00049000n	06863618n
bn:00049001n	00349520n
bn:00049002n	09073442n
bn:00049003n	06492320n
bn:00049004n	06293106n
bn:00049005n	03614007n
bn:00049006n	03613873n
bn:00049007n	03614383n
bn:00049008n	03614532n
bn:00049009n	10229883n
bn:00049010n	06477818n
bn:00049011n	03614782n
bn:00049012n	03614887n
bn:00049013n	10229983n
bn:00049014n	05995355n
bn:00049015n	07240278n
bn:00049016n	05926049n
bn:00049017n	06857726n
bn:00049018n	07240417n
bn:00049019n	09134386n
bn:00049020n	09745324n
bn:00049021n	13724582n
bn:00049022n	09005457n
bn:00049023n	09005273n
bn:00049024n	03615300n
bn:00049025n	03615406n
bn:00049026n	03615563n
bn:00049027n	08099825n
bn:00049028n	11103864n
bn:00049029n	11442752n
bn:00049030n	06935741n
bn:00049031n	10230097n
bn:00049032n	08558082n
bn:00049033n	00594070n
bn:00049034n	09706911n
bn:00049035n	06959018n
bn:00049036n	09016860n
bn:00049037n	10230216n
bn:00049038n	09512516n
bn:00049039n	03615655n
bn:00049040n	09736312n
bn:00049041n	06927736n
bn:00049042n	06937348n
bn:00049043n	09733707n
bn:00049044n	06941341n
bn:00049045n	13689875n
bn:00049046n	06972654n
bn:00049047n	11104287n
bn:00049048n	06935513n
bn:00049049n	03615790n
bn:00049050n	09325530n
bn:00049051n	09518782n
bn:00049052n	00423028n
bn:00049053n	07567980n
bn:00049054n	03615987n
bn:00049055n	08056873n
bn:00049056n	10230335n
bn:00049057n	14183692n
bn:00049058n	13627935n
bn:00049059n	10230432n
bn:00049060n	09658921n
bn:00049061n	07350754n
bn:00049062n	05827509n
bn:00049063n	00336805n
bn:00049064n	01164275n
bn:00049065n	03616091n
bn:00049066n	03616763n
bn:00049067n	00441235n
bn:00049068n	00437321n
bn:00049069n	09659039n
bn:00049070n	06910423n
bn:00049071n	13284784n
bn:00049072n	10230580n
bn:00049073n	00241507n
bn:00049074n	07329568n
bn:00049075n	03616225n
bn:00049076n	03616428n
bn:00049077n	14762846n
bn:00049078n	11113489n
bn:00049079n	02416820n
bn:00049080n	03616979n
bn:00049081n	10230736n
bn:00049082n	00775702n
bn:00049083n	05332802n
bn:00049084n	07727048n
bn:00049085n	14113228n
bn:00049086n	14114555n
bn:00049087n	12952717n
bn:00049088n	07877575n
bn:00049089n	09325824n
bn:00049090n	11104676n
bn:00049091n	14679447n
bn:00049092n	11104896n
bn:00049093n	12380761n
bn:00049094n	13622914n
bn:00049095n	03629401n
bn:00049096n	09325963n
bn:00049097n	09659188n
bn:00049098n	06922965n
bn:00049099n	00219012n
bn:00049100n	00217593n
bn:00049101n	08690352n
bn:00049102n	12952590n
bn:00049103n	10231087n
bn:00049104n	05688630n
bn:00049105n	10231361n
bn:00049106n	01446760n
bn:00049107n	07361576n
bn:00049108n	08690479n
bn:00049109n	10638136n
bn:00049110n	03617095n
bn:00049111n	13728203n
bn:00049112n	13659760n
bn:00049113n	15279767n
bn:00049114n	13721695n
bn:00049115n	13647215n
bn:00049116n	13643770n
bn:00049117n	13645331n
bn:00049118n	13644761n
bn:00049119n	09600901n
bn:00049120n	03617312n
bn:00049121n	09000854n
bn:00049122n	14933086n
bn:00049123n	03617480n
bn:00049124n	13680599n
bn:00049125n	05658985n
bn:00049126n	05659260n
bn:00049127n	14927881n
bn:00049128n	07553590n
bn:00049129n	08412136n
bn:00049130n	10466060n
bn:00049131n	15101586n
bn:00049132n	04840011n
bn:00049133n	06113777n
bn:00049134n	03617594n
bn:00049135n	06082459n
bn:00049136n	00863222n
bn:00049137n	06106305n
bn:00049138n	06108339n
bn:00049139n	03617834n
bn:00049140n	14203346n
bn:00049141n	10231515n
bn:00049142n	10235024n
bn:00049143n	14435670n
bn:00049144n	11105054n
bn:00049145n	03618339n
bn:00049146n	03618219n
bn:00049147n	03618101n
bn:00049148n	10235269n
bn:00049149n	06948260n
bn:00049150n	14144247n
bn:00049151n	13371274n
bn:00049152n	04114554n
bn:00049153n	02086753n
bn:00049154n	09601049n
bn:00049155n	09597798n
bn:00049156n	02129165n
bn:00049157n	10233445n
bn:00049158n	10234340n
bn:00049159n	10234867n
bn:00049160n	02547014n
bn:00049161n	03618678n
bn:00049162n	01734418n
bn:00049163n	01620735n
bn:00049164n	02597818n
bn:00049165n	01548301n
bn:00049166n	03618546n
bn:00049167n	14514805n
bn:00049168n	08591269n
bn:00049169n	08558155n
bn:00049170n	08405603n
bn:00049171n	07940552n
bn:00049172n	07940448n
bn:00049173n	15143984n
bn:00049174n	15121880n
bn:00049175n	01341876n
bn:00049176n	08558661n
bn:00049177n	08906374n
bn:00049178n	08764107n
bn:00049179n	08993288n
bn:00049180n	09031233n
bn:00049181n	08765890n
bn:00049182n	09036452n
bn:00049183n	11529603n
bn:00049184n	01386494n
bn:00049185n	07784810n
bn:00049186n	02597608n
bn:00049187n	02579303n
bn:00049188n	01827403n
bn:00049189n	01563746n
bn:00049190n	10233248n
bn:00049191n	08606688n
bn:00049192n	14433001n
bn:00049193n	09124732n
bn:00049194n	08827853n
bn:00049195n	08989556n
bn:00049196n	12523319n
bn:00049197n	13877918n
bn:00049198n	10236842n
bn:00049199n	05926150n
bn:00049200n	05688770n
bn:00049201n	02499316n
bn:00049202n	12565912n
bn:00049203n	08735164n
bn:00049204n	05729609n
bn:00049205n	10236946n
bn:00049206n	10237069n
bn:00049207n	06993573n
bn:00049208n	09659327n
bn:00049209n	06920665n
bn:00049210n	15273955n
bn:00049211n	13680948n
bn:00049212n	00438338n
bn:00049213n	03618797n
bn:00049214n	07785138n
bn:00049215n	07798147n
bn:00049216n	05880432n
bn:00049217n	09020440n
bn:00049218n	08840749n
bn:00049219n	13673650n
bn:00049220n	03618982n
bn:00049221n	12718074n
bn:00049222n	08914850n
bn:00049223n	03619050n
bn:00049224n	07904072n
bn:00049225n	03619275n
bn:00049226n	03619196n
bn:00049227n	09518908n
bn:00049228n	07878479n
bn:00049229n	07330560n
bn:00049230n	07636869n
bn:00049231n	00138078n
bn:00049232n	12601805n
bn:00049233n	05258627n
bn:00049234n	07316242n
bn:00049235n	06631140n
bn:00049236n	10237196n
bn:00049237n	09326139n
bn:00049238n	10237315n
bn:00049239n	08928742n
bn:00049240n	06993647n
bn:00049241n	03619650n
bn:00049242n	03619396n
bn:00049243n	01323155n
bn:00049244n	03619793n
bn:00049245n	02119789n
bn:00049246n	02119634n
bn:00049247n	08925700n
bn:00049248n	03619890n
bn:00049249n	03620052n
bn:00049250n	03620443n
bn:00049251n	10237464n
bn:00049252n	03620600n
bn:00049253n	03620730n
bn:00049254n	10237556n
bn:00049255n	03620889n
bn:00049256n	03620967n
bn:00049257n	03621049n
bn:00049258n	03620353n
bn:00049259n	03621377n
bn:00049260n	13382471n
bn:00049261n	13382306n
bn:00049262n	03621473n
bn:00049263n	01608432n
bn:00049264n	03621694n
bn:00049265n	03621826n
bn:00049266n	07970301n
bn:00049267n	03621935n
bn:00049268n	00423222n
bn:00049269n	02122948n
bn:00049270n	12878169n
bn:00049271n	02042759n
bn:00049272n	13369474n
bn:00049273n	02122298n
bn:00049274n	14813957n
bn:00049275n	09326299n
bn:00049276n	09724533n
bn:00049277n	09170633n
bn:00049278n	08029421n
bn:00049279n	09014066n
bn:00049280n	09326467n
bn:00049281n	09133643n
bn:00049282n	10237676n
bn:00049283n	11106652n
bn:00049284n	08029784n
bn:00049285n	01368672n
bn:00049286n	11106830n
bn:00049287n	14928008n
bn:00049288n	11107110n
bn:00049289n	03622207n
bn:00049290n	11177532n
bn:00049291n	09182273n
bn:00049292n	10237799n
bn:00049293n	03622401n
bn:00049294n	14306475n
bn:00049295n	08830720n
bn:00049296n	00495774n
bn:00049297n	07977344n
bn:00049298n	10237935n
bn:00049299n	03622526n
bn:00049300n	09175767n
bn:00049301n	10238127n
bn:00049302n	10238029n
bn:00049303n	07677255n
bn:00049304n	11948264n
bn:00049305n	10536728n
bn:00049306n	11814996n
bn:00049307n	02464065n
bn:00049308n	03622698n
bn:00049309n	03622931n
bn:00049310n	00864859n
bn:00049311n	00630071n
bn:00049312n	03622839n
bn:00049313n	03623198n
bn:00049314n	03623338n
bn:00049315n	05278395n
bn:00049316n	00337078n
bn:00049317n	10238272n
bn:00049318n	03623073n
bn:00049319n	07386194n
bn:00049320n	08319679n
bn:00049321n	03623448n
bn:00049322n	03623556n
bn:00049323n	03624134n
bn:00049324n	13918387n
bn:00049325n	05124404n
bn:00049326n	03624400n
bn:00049327n	03624653n
bn:00049328n	01173965n
bn:00049329n	10238375n
bn:00049330n	00580081n
bn:00049331n	10239217n
bn:00049332n	05153037n
bn:00049333n	05668725n
bn:00049334n	10239089n
bn:00049335n	10239501n
bn:00049336n	10239329n
bn:00049337n	08388871n
bn:00049338n	12437930n
bn:00049339n	12437769n
bn:00049340n	07624757n
bn:00049341n	03625355n
bn:00049342n	03625226n
bn:00049343n	03624966n
bn:00049344n	10239619n
bn:00049345n	00909471n
bn:00049346n	03625539n
bn:00049347n	03625646n
bn:00049348n	03625783n
bn:00049349n	03625943n
bn:00049350n	03626014n
bn:00049351n	13895986n
bn:00049352n	03626272n
bn:00049353n	03626418n
bn:00049354n	11617878n
bn:00049355n	03626502n
bn:00049356n	07386370n
bn:00049357n	05734381n
bn:00049358n	07336999n
bn:00049359n	11415608n
bn:00049360n	00471277n
bn:00049361n	03626658n
bn:00049362n	00133981n
bn:00049363n	10239928n
bn:00049364n	10239761n
bn:00049365n	03627021n
bn:00049366n	07960384n
bn:00049367n	03627232n
bn:00049368n	15102712n
bn:00049369n	12128490n
bn:00049370n	15102894n
bn:00049371n	12853482n
bn:00049372n	11609122n
bn:00049373n	03627819n
bn:00049374n	05805012n
bn:00049375n	10240235n
bn:00049376n	05616786n
bn:00049377n	05804793n
bn:00049378n	05621946n
bn:00049379n	11850918n
bn:00049380n	09140993n
bn:00049381n	05585205n
bn:00049382n	00108427n
bn:00049383n	06785840n
bn:00049384n	09659447n
bn:00049385n	06912638n
bn:00049386n	02427470n
bn:00049387n	08924913n
bn:00049388n	13689178n
bn:00049389n	08606869n
bn:00049390n	02427576n
bn:00049391n	11108400n
bn:00049392n	09326844n
bn:00049393n	02067603n
bn:00049394n	03628071n
bn:00049395n	12832822n
bn:00049396n	07733567n
bn:00049397n	06977328n
bn:00049398n	08228229n
bn:00049399n	12024805n
bn:00049400n	08100481n
bn:00049401n	15037127n
bn:00049402n	06456945n
bn:00049403n	09010974n
bn:00049404n	09674786n
bn:00049405n	06981706n
bn:00049406n	08057068n
bn:00049407n	10240417n
bn:00049408n	08837457n
bn:00049409n	09706255n
bn:00049410n	06957042n
bn:00049411n	02105505n
bn:00049412n	06993719n
bn:00049413n	06571639n
bn:00049414n	11138449n
bn:00049415n	11312709n
bn:00049416n	02424305n
bn:00049417n	10240514n
bn:00049418n	11109027n
bn:00049419n	13703258n
bn:00049420n	09327077n
bn:00049421n	14267358n
bn:00049422n	11109192n
bn:00049423n	11109289n
bn:00049424n	11109424n
bn:00049425n	09030096n
bn:00049426n	06991622n
bn:00049427n	09327201n
bn:00049428n	09327361n
bn:00049429n	09718936n
bn:00049430n	06929171n
bn:00049431n	12543639n
bn:00049432n	12146823n
bn:00049433n	01305551n
bn:00049434n	13681661n
bn:00049435n	13681275n
bn:00049436n	11109728n
bn:00049437n	07560542n
bn:00049438n	08816807n
bn:00049439n	12182276n
bn:00049440n	09674908n
bn:00049441n	06979645n
bn:00049442n	04135315n
bn:00049443n	03628215n
bn:00049444n	10240715n
bn:00049445n	06984650n
bn:00049446n	07275275n
bn:00049447n	07925808n
bn:00049448n	11109970n
bn:00049449n	08929243n
bn:00049450n	12570972n
bn:00049451n	08673131n
bn:00049452n	03628421n
bn:00049453n	14878980n
bn:00049454n	01751036n
bn:00049455n	09175915n
bn:00049456n	11110396n
bn:00049457n	14571377n
bn:00049458n	14571504n
bn:00049459n	03628590n
bn:00049460n	03628511n
bn:00049461n	11985739n
bn:00049462n	01988701n
bn:00049463n	09530721n
bn:00049464n	06238831n
bn:00049465n	13682330n
bn:00049466n	13682971n
bn:00049467n	11111085n
bn:00049468n	13784763n
bn:00049469n	13700362n
bn:00049470n	11111194n
bn:00049471n	11111577n
bn:00049472n	10240821n
bn:00049473n	08963813n
bn:00049474n	09534187n
bn:00049475n	11112058n
bn:00049476n	11112377n
bn:00049477n	06969018n
bn:00049478n	12566954n
bn:00049479n	09327881n
bn:00049480n	11112488n
bn:00049481n	09675045n
bn:00049482n	06981289n
bn:00049483n	06921186n
bn:00049484n	08946715n
bn:00049485n	07910245n
bn:00049486n	07749446n
bn:00049487n	11254393n
bn:00049488n	03628984n
bn:00049489n	00826606n
bn:00049490n	14928180n
bn:00049491n	05242752n
bn:00049492n	09328148n
bn:00049493n	09719430n
bn:00049494n	06974558n
bn:00049495n	09038990n
bn:00049496n	03629100n
bn:00049497n	08029908n
bn:00049498n	09005611n
bn:00049499n	11368841n
bn:00049500n	11370654n
bn:00049501n	11379908n
bn:00049502n	03629231n
bn:00049503n	14109101n
bn:00049504n	13687278n
bn:00049505n	06982391n
bn:00049506n	09659605n
bn:00049507n	06925214n
bn:00049508n	11113077n
bn:00049509n	02104029n
bn:00049510n	06981401n
bn:00049511n	09719653n
bn:00049512n	13669733n
bn:00049513n	11113266n
bn:00049514n	07890617n
bn:00049515n	10240921n
bn:00049516n	07211503n
bn:00049517n	06997168n
bn:00049518n	13683578n
bn:00049519n	13683221n
bn:00049520n	13709992n
bn:00049521n	08839714n
bn:00049522n	01282966n
bn:00049523n	09659711n
bn:00049524n	06914612n
bn:00049525n	08956305n
bn:00049526n	09535409n
bn:00049527n	13683932n
bn:00049528n	00518152n
bn:00049529n	14199934n
bn:00049530n	08971693n
bn:00049531n	07061180n
bn:00049532n	14928332n
bn:00049533n	13684298n
bn:00049534n	08925093n
bn:00049535n	13701793n
bn:00049536n	08921392n
bn:00049537n	13640520n
bn:00049538n	06832356n
bn:00049539n	03694639n
bn:00049540n	03694761n
bn:00049541n	11188613n
bn:00049542n	01367208n
bn:00049543n	11143044n
bn:00049544n	09090825n
bn:00049545n	06868986n
bn:00049546n	09157896n
bn:00049547n	11114056n
bn:00049548n	09410558n
bn:00049549n	08808979n
bn:00049550n	03629857n
bn:00049551n	03629986n
bn:00049552n	03630262n
bn:00049553n	03630383n
bn:00049554n	11113601n
bn:00049555n	06816555n
bn:00049556n	12375107n
bn:00049557n	07202579n
bn:00049558n	06851516n
bn:00049559n	14620066n
bn:00049560n	07272172n
bn:00049561n	03630544n
bn:00049562n	05522674n
bn:00049563n	05522998n
bn:00049564n	07117007n
bn:00049565n	07117472n
bn:00049566n	05372125n
bn:00049567n	05371663n
bn:00049568n	07117193n
bn:00049569n	05522456n
bn:00049570n	08180639n
bn:00049571n	00620752n
bn:00049572n	08472890n
bn:00049573n	00795720n
bn:00049574n	03630849n
bn:00049575n	15190520n
bn:00049576n	08180944n
bn:00049577n	10242032n
bn:00049578n	01098404n
bn:00049579n	00797207n
bn:00049580n	10383505n
bn:00049581n	14328588n
bn:00049582n	08260961n
bn:00049583n	13332197n
bn:00049584n	10572469n
bn:00049585n	00601822n
bn:00049586n	08662570n
bn:00049587n	04709944n
bn:00049588n	10242328n
bn:00049589n	08819883n
bn:00049590n	09328311n
bn:00049591n	02099712n
bn:00049592n	09328596n
bn:00049593n	05607602n
bn:00049594n	03733281n
bn:00049595n	03630992n
bn:00049596n	14348757n
bn:00049597n	01655951n
bn:00049598n	01655577n
bn:00049599n	14701143n
bn:00049600n	14989106n
bn:00049601n	15095639n
bn:00049602n	03631445n
bn:00049603n	03631177n
bn:00049604n	02238594n
bn:00049605n	00909672n
bn:00049606n	10242439n
bn:00049607n	14287314n
bn:00049608n	00391293n
bn:00049609n	01693175n
bn:00049610n	01692864n
bn:00049611n	01673668n
bn:00049612n	02264363n
bn:00049613n	12807082n
bn:00049614n	03631710n
bn:00049615n	09565639n
bn:00049616n	05331812n
bn:00049617n	05331653n
bn:00049618n	05405139n
bn:00049619n	13505843n
bn:00049620n	15067877n
bn:00049621n	07926127n
bn:00049622n	08787695n
bn:00049623n	09711435n
bn:00049624n	07089531n
bn:00049625n	14928729n
bn:00049626n	03631811n
bn:00049627n	03631922n
bn:00049628n	05405554n
bn:00049629n	05332225n
bn:00049630n	05372428n
bn:00049631n	00477392n
bn:00049632n	03632100n
bn:00049633n	10242682n
bn:00049634n	14928885n
bn:00049635n	14731716n
bn:00049636n	13006631n
bn:00049637n	14506656n
bn:00049638n	14679780n
bn:00049639n	15142836n
bn:00049640n	13505987n
bn:00049641n	00842997n
bn:00049642n	05397032n
bn:00049643n	14929062n
bn:00049644n	05554051n
bn:00049645n	14929209n
bn:00049646n	01380118n
bn:00049647n	14929350n
bn:00049648n	14749543n
bn:00049649n	14929462n
bn:00049650n	14506920n
bn:00049651n	11987126n
bn:00049652n	03632277n
bn:00049653n	13940311n
bn:00049654n	07443010n
bn:00049655n	03632729n
bn:00049656n	03632577n
bn:00049657n	10575089n
bn:00049658n	03632963n
bn:00049659n	12056217n
bn:00049660n	12083591n
bn:00049661n	06968052n
bn:00049662n	10311823n
bn:00049663n	03633091n
bn:00049664n	09331819n
bn:00049665n	08837552n
bn:00049666n	10243137n
bn:00049667n	10242791n
bn:00049668n	10243483n
bn:00049669n	10243273n
bn:00049670n	02165456n
bn:00049671n	03633341n
bn:00049672n	12595964n
bn:00049673n	07636957n
bn:00049674n	04667821n
bn:00049675n	06342977n
bn:00049676n	12070016n
bn:00049677n	09592734n
bn:00049678n	14887633n
bn:00049679n	09091538n
bn:00049680n	09085830n
bn:00049681n	07004738n
bn:00049682n	14087938n
bn:00049683n	01067577n
bn:00049684n	04307269n
bn:00049685n	15199406n
bn:00049686n	03633886n
bn:00049687n	03633474n
bn:00049688n	11655974n
bn:00049689n	07887634n
bn:00049690n	03633632n
bn:00049691n	12329473n
bn:00049692n	14786943n
bn:00049693n	13271797n
bn:00049694n	02592371n
bn:00049695n	02323186n
bn:00049696n	09328746n
bn:00049697n	14199146n
bn:00049698n	01796519n
bn:00049699n	08974604n
bn:00049700n	12325234n
bn:00049701n	07405292n
bn:00049702n	08977428n
bn:00049703n	06932879n
bn:00049704n	14934527n
bn:00049705n	10243582n
bn:00049706n	06690408n
bn:00049707n	08153102n
bn:00049708n	09597478n
bn:00049709n	09328904n
bn:00049710n	14991106n
bn:00049711n	14991004n
bn:00049712n	09330061n
bn:00049713n	09330378n
bn:00049714n	09242956n
bn:00049715n	08607066n
bn:00049716n	08873412n
bn:00049717n	03634034n
bn:00049718n	09330913n
bn:00049719n	09331328n
bn:00049720n	09332394n
bn:00049721n	03634189n
bn:00049722n	09332050n
bn:00049723n	09332246n
bn:00049724n	09377861n
bn:00049725n	09332598n
bn:00049726n	09332770n
bn:00049727n	08468721n
bn:00049728n	03634469n
bn:00049729n	09332976n
bn:00049730n	02535759n
bn:00049731n	09430100n
bn:00049732n	09333171n
bn:00049733n	09243209n
bn:00049734n	09333334n
bn:00049735n	09333512n
bn:00049736n	07795019n
bn:00049737n	02538010n
bn:00049738n	09333905n
bn:00049739n	09334049n
bn:00049740n	03634723n
bn:00049741n	09480428n
bn:00049742n	09331251n
bn:00049743n	02095570n
bn:00049744n	09332890n
bn:00049745n	09669631n
bn:00049746n	09527091n
bn:00049747n	06950400n
bn:00049748n	14402488n
bn:00049749n	03634899n
bn:00049750n	12542043n
bn:00049751n	10243664n
bn:00049752n	06241825n
bn:00049753n	09684352n
bn:00049754n	10243791n
bn:00049755n	06110426n
bn:00049756n	03635032n
bn:00049757n	13506119n
bn:00049758n	02412440n
bn:00049759n	10243988n
bn:00049760n	07667151n
bn:00049761n	07733712n
bn:00049762n	07667974n
bn:00049763n	07824191n
bn:00049764n	07668215n
bn:00049765n	06835206n
bn:00049766n	05233601n
bn:00049767n	09334266n
bn:00049768n	14402625n
bn:00049769n	02412629n
bn:00049770n	05544575n
bn:00049771n	03635236n
bn:00049772n	03635108n
bn:00049773n	14765016n
bn:00049774n	14759003n
bn:00049775n	10642988n
bn:00049776n	03635330n
bn:00049777n	10244108n
bn:00049778n	06837895n
bn:00049779n	05326060n
bn:00049780n	03635452n
bn:00049781n	14929662n
bn:00049782n	11681865n
bn:00049783n	02171453n
bn:00049784n	02171254n
bn:00049785n	14472900n
bn:00049786n	07211950n
bn:00049787n	01072236n
bn:00049788n	09544109n
bn:00049789n	05580929n
bn:00049790n	05581161n
bn:00049791n	11521824n
bn:00049792n	03635516n
bn:00049793n	01402831n
bn:00049794n	03635668n
bn:00049795n	14882370n
bn:00049796n	03635932n
bn:00049797n	00926923n
bn:00049798n	10244226n
bn:00049799n	00682738n
bn:00049800n	04412727n
bn:00049801n	12849279n
bn:00049802n	15190424n
bn:00049803n	01483830n
bn:00049804n	03636248n
bn:00049805n	03636649n
bn:00049806n	03637027n
bn:00049807n	03637318n
bn:00049808n	01477525n
bn:00049809n	11472960n
bn:00049810n	10244359n
bn:00049811n	10244503n
bn:00049812n	10400998n
bn:00049813n	03637181n
bn:00049814n	02546028n
bn:00049815n	02545841n
